category,id,sku,name,url_key,price,regular_price,image
"Chips, Dips & Snacks",7537820,0795697032006,Chill Out Spicy Shrimp-Flavored Crunchy Snacks - 60 g,chill-out-spicy-shrimpflavored-crunchy-snacks-60-g,14.45,14.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/7/9/795697032006.jpg
"Chips, Dips & Snacks",7527074,6223000417331,Lion Deluxe Thousand Island Sauce-Flavored Potato Chips - 50 g,lion-deluxe-thousand-island-sauceflavored-potato-chips-50-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000417331.jpg
"Chips, Dips & Snacks",7527071,6223000417324,Lion Deluxe Teriyaki Sauce-Flavored Potato Chips - 50 g,lion-deluxe-teriyaki-sauceflavored-potato-chips-50-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000417324.jpg
"Chips, Dips & Snacks",7525856,161284,"Tiger Excellence Lemon & Coriander Potato Chips, 100 g - 2 Pieces",tiger-excellence-lemon-and-coriander-potato-chips-100-g-2-pieces,38,39.9,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/6/161284.jpg
"Chips, Dips & Snacks",7525853,161283,"Tiger Excellence Thai Sweet Chili Potato Chips, 100 g - 2 Pieces",tiger-excellence-thai-sweet-chili-potato-chips-100-g-2-pieces,38,39.9,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/1/6/161283.jpg
"Chips, Dips & Snacks",7481255,6224002017215,Cleo Minis Rice Cakes with Tomato - 22 g,cleo-minis-rice-cakes-with-tomato-22-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002017215.jpg
"Chips, Dips & Snacks",7481252,6224002017208,Cleo Minis Rice Cakes with Vinegar - 22 g,cleo-minis-rice-cakes-with-vinegar-22-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002017208.jpg
"Chips, Dips & Snacks",7481249,6224002017192,Cleo Minis Salted Rice Cakes - 22 g,cleo-minis-salted-rice-cakes-22-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002017192.jpg
"Chips, Dips & Snacks",7481246,6224002017185,Cleo Minis Rice Cakes with Cheese - 22 g,cleo-minis-rice-cakes-with-cheese-22-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002017185.jpg
"Chips, Dips & Snacks",7454987,0795697031986,Chill Out Oat Chips Sour - 60 g,chill-out-oat-chips-sour-60-g,14.45,14.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/0795697031986.jpg
"Chips, Dips & Snacks",7454981,0795697031962,Chill Out Oat Chips with Sweet Pepper - 60 g,chill-out-oat-chips-with-sweet-pepper-60-g,14.45,14.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/0795697031962.jpg
"Chips, Dips & Snacks",7454978,079569703196,Chill Out Oat Chips with Tomato - 60 g,chill-out-oat-chips-with-tomato-60-g,14.45,14.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/079569703196.jpg
"Chips, Dips & Snacks",7454975,0795697031955,Chill Out Oat Chips with Chicken - 60 g,chill-out-oat-chips-with-chicken-60-g,14.45,14.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/0795697031955.jpg
"Chips, Dips & Snacks",7454972,0795697031948,Chill Out Oat Chips with Seasoned Cheese - 60 g,chill-out-oat-chips-with-seasoned-cheese-60-g,14.45,14.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/0/7/0795697031948.jpg
"Chips, Dips & Snacks",7442801,6221333002811,Chipsy Chili and Lemon - 140 g,chipsy-chili-and-lemon-140-g,20,20,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221333002811.jpg
"Chips, Dips & Snacks",7430021,6223000555590,Bake Rolz Sweet & Spicy - 45 g,bake-rolz-sweet-and-spicy-45-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000555590.jpg
"Chips, Dips & Snacks",7228722,9556345280078,Miaow Miaow Spicy & Seasoned Chips - 60 g,miaow-miaow-spicy-and-seasoned-chips-60-g,77.95,77.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/5/9556345280078.jpg
"Chips, Dips & Snacks",7228719,9556345007484,Miaow Miaow Potato Chips - 60 g,miaow-miaow-potato-chips-60-g,77.95,77.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/5/9556345007484.jpg
"Chips, Dips & Snacks",7213919,6222035238546,Jaguar Prime Sweet Cheese Snacks - 63 g,jaguar-prime-sweet-cheese-snacks-63-g,9.95,9.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238546.jpg
"Chips, Dips & Snacks",7213916,6222035238539,Jaguar Prime Sweet Corn Snacks - 63 g,jaguar-prime-sweet-corn-snacks-63-g,9.95,9.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238539.jpg
"Chips, Dips & Snacks",7213913,6222035238522,Jaguar Prime Sweet Chili Snacks - 63-73 g,jaguar-prime-sweet-chili-snacks-6373-g,9.95,9.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238522.jpg
"Chips, Dips & Snacks",7213877,6222035237747,Big Chips Sweet Chili - 63 g,big-chips-sweet-chili-6373-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035237747_new.jpg
"Chips, Dips & Snacks",7213874,6222035231226,Big Chips Kebab - 63 g,big-chips-kebab-63-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035231226_new.jpg
"Chips, Dips & Snacks",7213871,6222035231219,Big Chips Sweet Sauce - 63 g,big-chips-mexican-sauce-63-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035231219_new.jpg
"Chips, Dips & Snacks",7213868,6222035231202,Big Chips Seasoned Cheese - 63 g,big-chips-seasoned-cheese-63-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035231202_new.jpg
"Chips, Dips & Snacks",7213865,6222035231196,Big Chips Vinegar & Salt - 63 g,big-chips-vinegar-and-salt-63-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035231196_new.jpg
"Chips, Dips & Snacks",7213862,6222035231189,Big Chips Sweet Lemon - 63 g,big-chips-sweet-lemon-63-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035231189_new.jpg
"Chips, Dips & Snacks",7164517,9557062321396,Mister Potato Crunchy Potato Chips with Cheese Flavor - 40 g,mister-potato-crunchy-potato-chips-with-cheese-flavor-40-g,49.45,49.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/5/9557062321396.jpg
"Chips, Dips & Snacks",7164514,9557062321150,Mister Potato Spicy Crunchy Potato Chips - 40 g,mister-potato-spicy-crunchy-potato-chips-40-g,49.45,49.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/5/9557062321150.jpg
"Chips, Dips & Snacks",7164511,9557062321143,Mister Potato Crunchy Potato Chips with BBQ Flavor - 40 g,mister-potato-crunchy-potato-chips-with-bbq-flavor-40-g,49.45,49.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/5/9557062321143.jpg
"Chips, Dips & Snacks",7164508,9557062321136,Mister Potato Crunchy Potato Chips with Sour Cream & Onion Flavor - 40 g,mister-potato-crunchy-potato-chips-with-sour-cream-and-onion-flavor-40-g,49.45,49.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/5/9557062321136.jpg
"Chips, Dips & Snacks",7164505,9557062321129,Mister Potato Original Crunchy Potato Chips - 40 g,mister-potato-original-crunchy-potato-chips-40-g,49.45,49.45,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/5/9557062321129.jpg
"Chips, Dips & Snacks",7053928,6224001925283,Zero Rings Oat Crisps with Sour Cream and Onion - 50 g,zero-rings-oat-crisps-with-sour-cream-and-onion-50-g,19.95,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224001925283.jpg
"Chips, Dips & Snacks",7053619,6223000555637,Bake Rolz Pizza - 45 g,bake-rolz-pizza-45-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000555637_1_.jpg
"Chips, Dips & Snacks",7053466,6221073029536,Ona Oat Puffs with Sweet Chili Flavor - 50 g,ona-oat-puffs-with-sweet-chili-flavor-50-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221073029536.jpg
"Chips, Dips & Snacks",6992953,6223000555576,Bake Rolz Salt & Vinegar - 45 g,bake-rolz-salt-and-vinegar-45-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000555576.jpg
"Chips, Dips & Snacks",6796591,6222035238300,Big Chips Parmesan Cheese Potato Chips - 100-110 g,big-chips-parmesan-cheese-potato-chips-100110-g,19.95,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238300_1.jpg
"Chips, Dips & Snacks",6808175,6224000582999,Chill Out Cheese Flavored Peanuts - 135 g,chill-out-cheese-flavored-peanuts-135-g,38.95,38.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224000582999.jpg
"Chips, Dips & Snacks",6796852,6223009442211,Bonz Snacks with Spiced Tomato Flavor - 50 g,bonz-snacks-with-spiced-tomato-flavor-50-g,12,12,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223009442211.jpg
"Chips, Dips & Snacks",6796849,6223009442204,Bonz Snacks with Spicy Sweet Pepper Flavor - 50 g,bonz-snacks-with-spicy-sweet-pepper-flavor-50-g,12,12,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223009442204.jpg
"Chips, Dips & Snacks",6796846,6223009442198,Bonz Snacks with Vinegar and Lemon Flavor - 50 g,bonz-snacks-with-vinegar-and-lemon-flavor-50-g,12,12,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223009442198.jpg
"Chips, Dips & Snacks",6796810,6223009442181,Bonz Snacks with Cheese Flavor - 50 g,bonz-snacks-with-cheese-flavor-50-g,12,12,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223009442181.jpg
"Chips, Dips & Snacks",6796615,6222035238386,Tiger Excellence Salt & Vinegar Potato Chips - 100 g,tiger-excellence-salt-and-vinegar-potato-chips-100-g,19.95,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238386_1.jpg
"Chips, Dips & Snacks",6796612,6222035238379,Tiger Excellence Sweet Chili Potato Chips - 100 g,tiger-excellence-sweet-chili-potato-chips-100-g,19.95,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238379.jpg
"Chips, Dips & Snacks",6796609,6222035238362,Tiger Excellence Lemon & Coriander Potato Chips - 100 g,tiger-excellence-lemon-and-coriander-potato-chips-100-g,19.95,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238362.jpg
"Chips, Dips & Snacks",6796606,6222035238355,Tiger Excellence Parmesan Truffle Potato Chips - 100 g,tiger-excellence-parmesan-truffle-potato-chips-100-g,19.95,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238355.jpg
"Chips, Dips & Snacks",6796603,6222035238348,Tiger Excellence Chili Ranch Potato Chips - 100 g,tiger-excellence-chili-ranch-potato-chips-100-g,19.95,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238348.jpg
"Chips, Dips & Snacks",6796600,6222035238331,Big Chips Classic Kettle Cooked Potato Chips - 100 g,big-chips-classic-kettle-cooked-potato-chips-100-g,19,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/c/l/classic.jpg
"Chips, Dips & Snacks",6796594,6222035238317,Big Chips Kettle Cooked Spiced Cheese Potato Chips - 100 g,big-chips-kettle-cooked-spiced-cheese-potato-chips-100-g,19,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/s/p/spiced_cheese.jpg
"Chips, Dips & Snacks",6796588,6222035238294,Big Chips Kettle Cooked Sour & Onion Potato Chips - 100 g,big-chips-kettle-cooked-sour-and-onion-potato-chips-100-g,19,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/s/o/sour_cream.jpg
"Chips, Dips & Snacks",6796585,6222035238232,Tiger Excellence Smoked Cheese Potato Chips - 100 g,tiger-excellence-smoked-cheese-potato-chips-100-g,19.95,19.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035238232.jpg
"Chips, Dips & Snacks",6796582,6222035234302,Jaguar Roarz Sweet Chili Snacks - 60 g,jaguar-roarz-sweet-chili-snacks-60-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035234302.jpg
"Chips, Dips & Snacks",6796540,6221073029550,Ona Oat Puffs with Parmesan Cheese Flavor - 50 g,ona-oat-puffs-with-parmesan-cheese-flavor-50-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221073029550.jpg
"Chips, Dips & Snacks",6796537,6221073029512,Ona Oat Puffs with Sour Cream and Onion Flavor - 50 g,ona-oat-puffs-with-sour-cream-and-onion-flavor-50-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221073029512.jpg
"Chips, Dips & Snacks",6770637,6224011749336,Real Oat Snack Balls with Mac and Cheese Flavor - 50 g,real-oat-snack-balls-with-mac-and-cheese-flavor-50-g,15.95,15.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224011749336.jpg
"Chips, Dips & Snacks",6722553,6221333002774,Chipsy Tomato - 140 g,chipsy-tomato-140-g,20,20,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221333002774.jpg
"Chips, Dips & Snacks",6585857,6222035236467,Tiger Excellence Parmesan Truffle Potato Chips - 75 g,tiger-excellence-parmesan-truffle-potato-chips-75-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035236467.jpg
"Chips, Dips & Snacks",6585851,6222035235309,Balance Protein Puffs with Sweet Chili - 70 g,balance-protein-puffs-with-sweet-chili-70-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035235309.jpg
"Chips, Dips & Snacks",6585848,6222035235293,Balance Protein Puffs with Sweet Cheese - 70 g,balance-protein-puffs-with-sweet-cheese-70-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035235293.jpg
"Chips, Dips & Snacks",6585845,6222035235286,Balance Protein Puffs with Sweet Corn - 70 g,balance-protein-puffs-with-sweet-corn-70-g,14.95,14.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035235286.jpg
"Chips, Dips & Snacks",6572144,6223000418468,Lion Salt Potato Chips ,lion-salt-potato-chips,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000418468.jpg
"Chips, Dips & Snacks",6572141,6223000418451,Lion Ketchup Potato Chips ,lion-ketchup-potato-chips,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000418451.jpg
"Chips, Dips & Snacks",6572138,6223000418444,Lion Spicy Cheese Potato Chips ,lion-spicy-cheese-potato-chips,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000418444.jpg
"Chips, Dips & Snacks",6572135,6223000418437,Lion Lemon & Chill Potato Chips ,lion-lemon-and-chill-potato-chips,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000418437.jpg
"Chips, Dips & Snacks",6572132,6223000410165,Lion Chicken Potato Chips ,lion-chicken-potato-chips,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000410165.jpg
"Chips, Dips & Snacks",6572129,6223000410158,Lion Kebab Potato Chips ,lion-kebab-potato-chips,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223000410158.jpg
"Chips, Dips & Snacks",6542641,6221333003801,Chipsy Kettle Cooked Honey Chicken - 49 g,chipsy-kettle-cooked-honey-chicken-49-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221333003801.jpg
"Chips, Dips & Snacks",6542638,6221333003795,Chipsy Kettle Cooked Sour Cream - 49 g,chipsy-kettle-cooked-sour-cream-49-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221333003795.jpg
"Chips, Dips & Snacks",6542635,6221333003788,Chipsy Kettle Cooked Pesto and Parmesan Cheese - 49 g,chipsy-kettle-cooked-pesto-and-parmesan-cheese-49-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221333003788.jpg
"Chips, Dips & Snacks",6542614,6221031005152,Chipsy Wavy Zesty Ranch and Cheese - 55 g,chipsy-wavy-zesty-ranch-and-cheese-55-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031005152.jpg
"Chips, Dips & Snacks",6542611,6221031005145,Chipsy Wavy Lemon and Coriander - 22 g,chipsy-wavy-lemon-and-coriander-22-g,5,5,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031005145.jpg
"Chips, Dips & Snacks",6537225,6221031005176,Chipsy Wavy Lemon with Coriander - 55 g,chipsy-wavy-lemon-with-coriander-55-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031005176.jpg
"Chips, Dips & Snacks",6537222,6221031005169,Chipsy Wavy Chicken with Hot Sauce - 55 g,chipsy-wavy-chicken-with-hot-sauce-55-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031005169_2.jpg
"Chips, Dips & Snacks",6537219,6221031003738,Crunchy Sausage - 1 Piece,crunchy-sausage-1-piece,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031003738.jpg
"Chips, Dips & Snacks",6537216,6221031003721,Crunchy Chili and Lemon - 1 Piece,crunchy-chili-and-lemon-1-piece,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031003721.jpg
"Chips, Dips & Snacks",6537213,6221031003707,Crunchy Flaming Hot Mix Grill - 1 Piece,crunchy-flaming-hot-mix-grill-1-piece,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031003707.jpg
"Chips, Dips & Snacks",6537210,6221031003691,Crunchy Chicken - 1 Piece,crunchy-chicken-1-piece,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031003691.jpg
"Chips, Dips & Snacks",6535828,6221333002743,Chipsy Vinegar & Salt - 140 g,chipsy-vinegar-and-salt-140-g,20,20,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221333002743.jpg
"Chips, Dips & Snacks",6535786,6221031003745,Crunchy Sweet Pepper - 1 Piece,crunchy-sweet-pepper-1-piece,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221031003745.jpg
"Chips, Dips & Snacks",6470745,6224002017086,Cleo Mini Rice Cakes with Cheese & Herbs - 22 g,cleo-mini-rice-cakes-with-cheese-and-herbs-22-g,16.95,16.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002017086.jpg
"Chips, Dips & Snacks",6470742,6224002017062,Cleo Chili Rice Cakes - 105 g,cleo-chili-rice-cakes-105-g,33.95,33.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002017062.jpg
"Chips, Dips & Snacks",6470739,6224002017031,Cleo Vinegar Rice Cakes - 105 g,cleo-vinegar-rice-cakes-105-g,33.95,33.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002017031.jpg
"Chips, Dips & Snacks",6460756,6224002810199,Funday Sweet Pepper Flavored Popcorn - 25-30 g,funday-sweet-pepper-flavored-popcorn-2530-g,7,7,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002810199.jpg
"Chips, Dips & Snacks",6460753,6224002810182,Funday Cheese Flavored Popcorn - 25-30 g,funday-cheese-flavored-popcorn-2530-g,7,7,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224002810182.jpg
"Chips, Dips & Snacks",6434239,6221333002767,Chipsy Seasoned Cheese - 140 g,chipsy-seasoned-cheese-140-g,20,20,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6221333002767.jpg
"Chips, Dips & Snacks",6413893,6223007673778,Nachos Tortilla Chips with Cheese - 75 g,nachos-tortilla-chips-with-cheese-75-g,12,12,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223007673778.jpg
"Chips, Dips & Snacks",6413890,6223007673761,Nachos Extra Spicy Tortilla Chips - 75 g,nachos-extra-spicy-tortilla-chips-75-g,12,12,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223007673761_1_.jpg
"Chips, Dips & Snacks",6413887,6223007673754,Nachos Tortilla Chips with Paprika - 75 g,nachos-tortilla-chips-with-paprika-75-g,12,12,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223007673754.jpg
"Chips, Dips & Snacks",6413884,6223007673655,Bravo Fried Potato Chips with Kebab - 65 g,bravo-fried-potato-chips-with-kebab-65-g,15,15,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223007673655.jpg
"Chips, Dips & Snacks",6413878,6223007673594,Bravo Fried Potato Chips with Mix Cheese - 65 g,bravo-fried-potato-chips-with-mix-cheese-65-g,15,15,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223007673594.jpg
"Chips, Dips & Snacks",6413875,6223007673570,Bravo Fried Potato Chips with Ketchup - 65 g,bravo-fried-potato-chips-with-ketchup-65-g,15,15,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223007673570.jpg
"Chips, Dips & Snacks",6366653,6224000582944,Chill Out Crispy Peanuts Coated with Tomato Flavor - 135 g,chill-out-crispy-peanuts-coated-with-tomato-flavor-135-g,38.95,38.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6224000582944.jpg
"Chips, Dips & Snacks",6352106,9501100018144,Oman Chips Chili Flavour - 37 g,oman-chips-chili-flavour-37-g,39.95,39.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/9/5/9501100018144.jpg
"Chips, Dips & Snacks",6321892,6223006319035,Abu Auf Cheese Flavored Pretzel - 200 g,abu-auf-cheese-flavored-pretzel-200-g,39.95,45.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223006319035.jpg
"Chips, Dips & Snacks",6321889,6223006319011,Abu Auf Ketchup Flavored Pretzel - 200 g,abu-auf-ketchup-flavored-pretzel-200-g,39.95,45.95,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6223006319011.jpg
"Chips, Dips & Snacks",6318222,6222035233343,Jaguar Wonder Pops with Lemon - 45 g,jaguar-wonder-pops-with-lemon-45-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035233343.jpg
"Chips, Dips & Snacks",6318216,6222035227687,Jaguar Wonder Sweet Corn Crisps - 45 g,jaguar-wonder-sweet-corn-crisps-45-g,10,10,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035227687.jpg
"Chips, Dips & Snacks",6318213,6222035227557,Balance Shots Protein Snacks with Sweet Pepper - 70 g,balance-shots-protein-snacks-with-sweet-pepper-70-g,20,20,https://mcprod.seoudisupermarket.com/media/catalog/product/cache/da04281da854ec319aff2207cb4cdbf5/6/2/6222035227557_1.jpg
